Application ID,Contact ID,Application Status,Applicant Type,Organisation Name: Organisation Name,Job Title Clean,Seniority,Truncated Programme Name,Truncated Programme Run,Primary Category,Secondary Category,Programme Start Date,Programme End Date,Run_Month,Run_Month_Label,Gender,Age,Country Of Residence,Domain,Programme Cost
APID-066058,0036F000049RZ0e,Withdrawn,BSC Applicant,UNKNOWN,accountant,INDIVIDUAL CONTRIBUTOR,?ie8]-gwTG)4^i#*?2.`i?tJxB_BNz,DEC-2022,Accounting & Finance,Non-AI,2022-12-09,2022-12-12,2022-12-01,Dec-2022,Male,59.0,Singapore,Advisory/Client Relations,2000.0
APID-066059,0036F000049RZ0f,Withdrawn,BSC Applicant,OUTOCOZ PROPERTY SERVICES PTE LTD,accounts,INDIVIDUAL CONTRIBUTOR,?ie8]-gwTG)4^i#*?2.`i?tJxB_BNz,DEC-2022,Accounting & Finance,Non-AI,2022-12-09,2022-12-12,2022-12-01,Dec-2022,Female,40.0,Myanmar,Sales,2000.0
APID-066060,0036F000049RZ0g,Attended,BSC Applicant,BOND PROPERTIES PTE LTD,accounts,MANAGER,?ie8]-gwTG)4^i#*?2.`i?tJxB_BNz,DEC-2022,Accounting & Finance,Non-AI,2022-12-09,2022-12-12,2022-12-01,Dec-2022,Female,53.0,Myanmar,Sales,2000.0
APID-066061,0036F000049RZ0h,Attended,BSC Applicant,"TAISHIN INTERNATIONAL BANK CO., LTD SINGAPORE BRANCH",accounting,INDIVIDUAL CONTRIBUTOR,?ie8]-gwTG)4^i#*?2.`i?tJxB_BNz,DEC-2022,Accounting & Finance,Non-AI,2022-12-09,2022-12-12,2022-12-01,Dec-2022,Female,31.0,Singapore,Advisory/Client Relations,2000.0
APID-066063,0036F000049RZ0i,Attended,BSC Applicant,WEN WEI ZHEN METAL WORKS PTE LTD,engineer,INDIVIDUAL CONTRIBUTOR,?ie8]-gwTG)4^i#*?2.`i?tJxB_BNz,DEC-2022,Accounting & Finance,Non-AI,2022-12-09,2022-12-12,2022-12-01,Dec-2022,Male,37.0,Malaysia,Finance,2000.0
APID-066064,0036F000049RZ0j,Attended,BSC Applicant,AOS BATH PTE LTD,accounts,INDIVIDUAL CONTRIBUTOR,?ie8]-gwTG)4^i#*?2.`i?tJxB_BNz,DEC-2022,Accounting & Finance,Non-AI,2022-12-09,2022-12-12,2022-12-01,Dec-2022,Female,60.0,Singapore,Sales,2000.0
APID-066065,0036F000049RZ0k,Attended,BSC Applicant,PURAC ASIA PACIFIC PTE LTD,accounting,MANAGER,?ie8]-gwTG)4^i#*?2.`i?tJxB_BNz,DEC-2022,Accounting & Finance,Non-AI,2022-12-09,2022-12-12,2022-12-01,Dec-2022,Female,61.0,Singapore,Advisory/Client Relations,2000.0
APID-066067,0036F000049RZ0l,Withdrawn,BSC Applicant,VALORES GLOBAL,accounts,INDIVIDUAL CONTRIBUTOR,?ie8]-gwTG)4^i#*?2.`i?tJxB_BNz,DEC-2022,Accounting & Finance,Non-AI,2022-12-09,2022-12-12,2022-12-01,Dec-2022,Female,28.0,Singapore,Sales,2000.0
APID-066068,0036F000049RZ0m,Withdrawn,BSC Applicant,VIDEOJET,finance,INDIVIDUAL CONTRIBUTOR,?ie8]-gwTG)4^i#*?2.`i?tJxB_BNz,DEC-2022,Accounting & Finance,Non-AI,2022-12-09,2022-12-12,2022-12-01,Dec-2022,Female,30.0,Singapore,Logistics/Supply Chain,2000.0
APID-066071,0036F000049RZ0p,Attended,BSC Applicant,HOUSTON CONSTRUCTION PTE LTD,accountant,INDIVIDUAL CONTRIBUTOR,?ie8]-gwTG)4^i#*?2.`i?tJxB_BNz,DEC-2022,Accounting & Finance,Non-AI,2022-12-09,2022-12-12,2022-12-01,Dec-2022,Female,42.0,Singapore,Advisory/Client Relations,2000.0
APID-066074,0036F000049RZ0s,Withdrawn,BSC Applicant,HUP HIN TRANSPORT CO. PTE LTD,accountant,INDIVIDUAL CONTRIBUTOR,?ie8]-gwTG)4^i#*?2.`i?tJxB_BNz,DEC-2022,Accounting & Finance,Non-AI,2022-12-09,2022-12-12,2022-12-01,Dec-2022,Unknown,43.0,,Advisory/Client Relations,2000.0
APID-066075,0036F000049RZ0t,Withdrawn,BSC Applicant,SIM LIAN HOLDINGS PTE LTD,business development infrastructure,INDIVIDUAL CONTRIBUTOR,?ie8]-gwTG)4^i#*?2.`i?tJxB_BNz,DEC-2022,Accounting & Finance,Non-AI,2022-12-09,2022-12-12,2022-12-01,Dec-2022,Female,49.0,Singapore,Sales,2000.0
APID-066076,0036F000049RZ0u,Withdrawn,BSC Applicant,WEN WEI ZHEN METAL WORKS PTE LTD,engineer,INDIVIDUAL CONTRIBUTOR,?ie8]-gwTG)4^i#*?2.`i?tJxB_BNz,DEC-2022,Accounting & Finance,Non-AI,2022-12-09,2022-12-12,2022-12-01,Dec-2022,Female,37.0,,Finance,2000.0
APID-040861,0036F00003w5hos,Attended,BSC Applicant,B & F DENTAL PTE. LTD.,administrator,INDIVIDUAL CONTRIBUTOR,?ie8]-gwTG)4^i#*?2.`i?tJxB_BNz,JUL-2021,Accounting & Finance,Non-AI,2021-07-29,2021-07-30,2021-07-01,Jul-2021,Male,36.0,,Others,2000.0
APID-040875,0036F00003w5hp5,Attended,BSC Applicant,SOON LEE LAND PTE LTD,investment,MANAGER,?ie8]-gwTG)4^i#*?2.`i?tJxB_BNz,JUL-2021,Accounting & Finance,Non-AI,2021-07-29,2021-07-30,2021-07-01,Jul-2021,Male,34.0,,Logistics/Supply Chain,2000.0
APID-066043,0036F00002MpX9x,Withdrawn,BSC Applicant,IRAS,strategy,INDIVIDUAL CONTRIBUTOR,?ie8]-gwTG)4^i#*?2.`i?tJxB_BNz,JUL-2022,Accounting & Finance,Non-AI,2022-07-29,2022-08-01,2022-07-01,Jul-2022,Male,34.0,Singapore,Education,2000.0
APID-066019,0036F000049Qc1K,Attended,BSC Applicant,SUCCESS RESOURCES SINGAPORE PTE LTD,personal,INDIVIDUAL CONTRIBUTOR,?ie8]-gwTG)4^i#*?2.`i?tJxB_BNz,JUL-2022,Accounting & Finance,Non-AI,2022-07-29,2022-08-01,2022-07-01,Jul-2022,Female,46.0,Singapore,Others,2000.0
APID-066045,0036F000049RZ0l,Withdrawn,BSC Applicant,VALORES GLOBAL,accounts,INDIVIDUAL CONTRIBUTOR,?ie8]-gwTG)4^i#*?2.`i?tJxB_BNz,JUL-2022,Accounting & Finance,Non-AI,2022-07-29,2022-08-01,2022-07-01,Jul-2022,Female,28.0,Singapore,Sales,2000.0
APID-066020,0036F000049RZ0v,Withdrawn,BSC Applicant,LIVINGSTONE HEALTH LTD,financial controller,INDIVIDUAL CONTRIBUTOR,?ie8]-gwTG)4^i#*?2.`i?tJxB_BNz,JUL-2022,Accounting & Finance,Non-AI,2022-07-29,2022-08-01,2022-07-01,Jul-2022,Male,40.0,Singapore,Logistics/Supply Chain,2000.0
APID-066021,0036F000049RZ0w,Attended,BSC Applicant,CRYSTAL CLEAR MANAGEMENT PTE LTD,finance hr,INDIVIDUAL CONTRIBUTOR,?ie8]-gwTG)4^i#*?2.`i?tJxB_BNz,JUL-2022,Accounting & Finance,Non-AI,2022-07-29,2022-08-01,2022-07-01,Jul-2022,Female,49.0,Singapore,Others,2000.0
APID-066022,0036F000049RZ0x,Withdrawn,BSC Applicant,DNOW SINGAPORE PTE LTD,accountant,SENIOR/LEAD,?ie8]-gwTG)4^i#*?2.`i?tJxB_BNz,JUL-2022,Accounting & Finance,Non-AI,2022-07-29,2022-08-01,2022-07-01,Jul-2022,Female,43.0,Singapore,Advisory/Client Relations,2000.0
APID-066023,0036F000049RZ0y,Attended,BSC Applicant,TAIUN SIN PTE LTD,accountant,INDIVIDUAL CONTRIBUTOR,?ie8]-gwTG)4^i#*?2.`i?tJxB_BNz,JUL-2022,Accounting & Finance,Non-AI,2022-07-29,2022-08-01,2022-07-01,Jul-2022,Female,46.0,Malaysia,Advisory/Client Relations,2000.0
APID-066024,0036F000049RZ0z,Attended,BSC Applicant,MORPHEUS CONSULTING PTE LTD,account,INDIVIDUAL CONTRIBUTOR,?ie8]-gwTG)4^i#*?2.`i?tJxB_BNz,JUL-2022,Accounting & Finance,Non-AI,2022-07-29,2022-08-01,2022-07-01,Jul-2022,Female,37.0,Malaysia,Sales,2000.0
APID-066025,0036F000049RZ10,Attended,BSC Applicant,REDBUN BOOKKEEPING SERVICES,bookkeeper,INDIVIDUAL CONTRIBUTOR,?ie8]-gwTG)4^i#*?2.`i?tJxB_BNz,JUL-2022,Accounting & Finance,Non-AI,2022-07-29,2022-08-01,2022-07-01,Jul-2022,Female,61.0,Singapore,Engineering,2000.0
APID-066026,0036F000049RZ11,Attended,BSC Applicant,ACCOUNTING STUDIO PTE LTD,accountant,INDIVIDUAL CONTRIBUTOR,?ie8]-gwTG)4^i#*?2.`i?tJxB_BNz,JUL-2022,Accounting & Finance,Non-AI,2022-07-29,2022-08-01,2022-07-01,Jul-2022,Female,63.0,Singapore,Advisory/Client Relations,2000.0
APID-066027,0036F000049RZ12,Attended,BSC Applicant,CY INVESTMENT SG PTE. LTD.,customer service admin specialist,INDIVIDUAL CONTRIBUTOR,?ie8]-gwTG)4^i#*?2.`i?tJxB_BNz,JUL-2022,Accounting & Finance,Non-AI,2022-07-29,2022-08-01,2022-07-01,Jul-2022,Female,34.0,Singapore,Others,2000.0
APID-066028,0036F000049RZ13,Attended,BSC Applicant,ESIN VISA PTE LTD,sales marketing,MANAGER,?ie8]-gwTG)4^i#*?2.`i?tJxB_BNz,JUL-2022,Accounting & Finance,Non-AI,2022-07-29,2022-08-01,2022-07-01,Jul-2022,Female,31.0,China,Sales,2000.0
APID-066029,0036F000049RZ14,Withdrawn,BSC Applicant,LIVINGSTONE HEALTH LTD,accountant,INDIVIDUAL CONTRIBUTOR,?ie8]-gwTG)4^i#*?2.`i?tJxB_BNz,JUL-2022,Accounting & Finance,Non-AI,2022-07-29,2022-08-01,2022-07-01,Jul-2022,Female,34.0,Malaysia,Advisory/Client Relations,2000.0
APID-066030,0036F000049RZ15,Attended,BSC Applicant,ADVENZ PTE. LTD.,finance accounting,SENIOR/LEAD,?ie8]-gwTG)4^i#*?2.`i?tJxB_BNz,JUL-2022,Accounting & Finance,Non-AI,2022-07-29,2022-08-01,2022-07-01,Jul-2022,Female,32.0,Singapore,Advisory/Client Relations,2000.0
APID-066031,0036F000049RZ16,Attended,BSC Applicant,ADVENZ PTE. LTD.,finance corporate service,INDIVIDUAL CONTRIBUTOR,?ie8]-gwTG)4^i#*?2.`i?tJxB_BNz,JUL-2022,Accounting & Finance,Non-AI,2022-07-29,2022-08-01,2022-07-01,Jul-2022,Female,36.0,Malaysia,Logistics/Supply Chain,2000.0
APID-066032,0036F000049RZ17,Withdrawn,BSC Applicant,XCEL INDUSTRIAL SUPPLIES PL,business operations,MANAGER,?ie8]-gwTG)4^i#*?2.`i?tJxB_BNz,JUL-2022,Accounting & Finance,Non-AI,2022-07-29,2022-08-01,2022-07-01,Jul-2022,Male,31.0,Singapore,Operations/Admin,2000.0
APID-066033,0036F000049RZ18,Withdrawn,BSC Applicant,LIVINGSTONE HEALTH LTD,accountant,INDIVIDUAL CONTRIBUTOR,?ie8]-gwTG)4^i#*?2.`i?tJxB_BNz,JUL-2022,Accounting & Finance,Non-AI,2022-07-29,2022-08-01,2022-07-01,Jul-2022,Female,33.0,Singapore,Advisory/Client Relations,2000.0
APID-066034,0036F000049RZ19,Attended,BSC Applicant,SPN ASSOCIATES PAC,audit,INDIVIDUAL CONTRIBUTOR,?ie8]-gwTG)4^i#*?2.`i?tJxB_BNz,JUL-2022,Accounting & Finance,Non-AI,2022-07-29,2022-08-01,2022-07-01,Jul-2022,Female,28.0,Singapore,Advisory/Client Relations,2000.0
APID-066035,0036F000049RZ1A,Attended,BSC Applicant,JARDIN ENCHANTE PTE LTD,accounts,INDIVIDUAL CONTRIBUTOR,?ie8]-gwTG)4^i#*?2.`i?tJxB_BNz,JUL-2022,Accounting & Finance,Non-AI,2022-07-29,2022-08-01,2022-07-01,Jul-2022,Female,33.0,Malaysia,Sales,2000.0
APID-066036,0036F000049RZ1B,Attended,BSC Applicant,JARDIN ENCHANTE PTE LTD,accounts,INDIVIDUAL CONTRIBUTOR,?ie8]-gwTG)4^i#*?2.`i?tJxB_BNz,JUL-2022,Accounting & Finance,Non-AI,2022-07-29,2022-08-01,2022-07-01,Jul-2022,Female,32.0,Malaysia,Sales,2000.0
APID-066038,0036F000049RZ1D,Withdrawn,BSC Applicant,MORPHEUS CONSULTING PTE LTD,hr admin,SENIOR/LEAD,?ie8]-gwTG)4^i#*?2.`i?tJxB_BNz,JUL-2022,Accounting & Finance,Non-AI,2022-07-29,2022-08-01,2022-07-01,Jul-2022,Female,32.0,Singapore,Others,2000.0
APID-066039,0036F000049RZ1E,Withdrawn,BSC Applicant,KMP SALIM LAOS PTE LTD,financial controller,INDIVIDUAL CONTRIBUTOR,?ie8]-gwTG)4^i#*?2.`i?tJxB_BNz,JUL-2022,Accounting & Finance,Non-AI,2022-07-29,2022-08-01,2022-07-01,Jul-2022,Male,63.0,Singapore,Logistics/Supply Chain,2000.0
APID-066041,0036F000049RZ1G,Attended,BSC Applicant,TUAN SING HOLDINGS LTD,accountant,INDIVIDUAL CONTRIBUTOR,?ie8]-gwTG)4^i#*?2.`i?tJxB_BNz,JUL-2022,Accounting & Finance,Non-AI,2022-07-29,2022-08-01,2022-07-01,Jul-2022,Female,58.0,Singapore,Advisory/Client Relations,2000.0
APID-066042,0036F000049RZ1H,Attended,BSC Applicant,EDUFRONT LEARNING CENTRE PL,accounts,INDIVIDUAL CONTRIBUTOR,?ie8]-gwTG)4^i#*?2.`i?tJxB_BNz,JUL-2022,Accounting & Finance,Non-AI,2022-07-29,2022-08-01,2022-07-01,Jul-2022,Female,27.0,Singapore,Sales,2000.0
APID-066046,0036F000049RZ1I,Withdrawn,BSC Applicant,NUS,testing,INDIVIDUAL CONTRIBUTOR,?ie8]-gwTG)4^i#*?2.`i?tJxB_BNz,JUL-2022,Accounting & Finance,Non-AI,2022-07-29,2022-08-01,2022-07-01,Jul-2022,Male,44.0,Afghanistan,Others,2000.0
APID-066047,0036F000049RZ1J,Withdrawn,BSC Applicant,DSA ARCHITECTS,finance admin,INDIVIDUAL CONTRIBUTOR,?ie8]-gwTG)4^i#*?2.`i?tJxB_BNz,JUL-2022,Accounting & Finance,Non-AI,2022-07-29,2022-08-01,2022-07-01,Jul-2022,Female,59.0,Malaysia,Logistics/Supply Chain,2000.0
APID-066049,0036F000049RZ1L,Withdrawn,BSC Applicant,CA PRACTICE PAC,audit,INDIVIDUAL CONTRIBUTOR,?ie8]-gwTG)4^i#*?2.`i?tJxB_BNz,JUL-2022,Accounting & Finance,Non-AI,2022-07-29,2022-08-01,2022-07-01,Jul-2022,Unknown,29.0,,Advisory/Client Relations,2000.0
APID-066050,0036F000049RZ1M,Withdrawn,BSC Applicant,EDUFRONT LEARNING CENTRE PTE LTD,accounts,INDIVIDUAL CONTRIBUTOR,?ie8]-gwTG)4^i#*?2.`i?tJxB_BNz,JUL-2022,Accounting & Finance,Non-AI,2022-07-29,2022-08-01,2022-07-01,Jul-2022,Unknown,32.0,,Sales,2000.0
APID-061638,0036F000049SGmK,Attended,BSC Applicant,KRATOS COMMUNICATIONS SINGAPORE PTE LTD,human resources,MANAGER,?ie8]-gwTG)4^i#*?2.`i?tJxB_BNz,JUN-2023,Accounting & Finance,Non-AI,2023-06-23,2023-06-26,2023-06-01,Jun-2023,Female,37.0,Singapore,Others,2000.0
APID-061639,0036F000049SGmL,Attended,BSC Applicant,SECURECOM SOLUTIONS PTE LTD,administrative,MANAGER,?ie8]-gwTG)4^i#*?2.`i?tJxB_BNz,JUN-2023,Accounting & Finance,Non-AI,2023-06-23,2023-06-26,2023-06-01,Jun-2023,Female,43.0,Singapore,Others,2000.0
APID-061640,0036F000049SGmM,Withdrawn,BSC Applicant,ELIGO PTE LTD,accounts administrative,INDIVIDUAL CONTRIBUTOR,?ie8]-gwTG)4^i#*?2.`i?tJxB_BNz,JUN-2023,Accounting & Finance,Non-AI,2023-06-23,2023-06-26,2023-06-01,Jun-2023,Unknown,55.0,,Sales,2000.0
APID-061641,0036F000049SGuk,Attended,BSC Applicant,QUASI-S PTE LTD,account admin,MANAGER,?ie8]-gwTG)4^i#*?2.`i?tJxB_BNz,JUN-2023,Accounting & Finance,Non-AI,2023-06-23,2023-06-26,2023-06-01,Jun-2023,Female,44.0,Singapore,Sales,2000.0
APID-061642,0036F000049SGul,Attended,BSC Applicant,CHUAN HUP HOLDINGS LIMITED,finance,INDIVIDUAL CONTRIBUTOR,?ie8]-gwTG)4^i#*?2.`i?tJxB_BNz,JUN-2023,Accounting & Finance,Non-AI,2023-06-23,2023-06-26,2023-06-01,Jun-2023,Female,41.0,Singapore,Logistics/Supply Chain,2000.0
APID-061643,0036F000049SGum,Attended,BSC Applicant,MACBUILD CONSTRUCTION PTE LTD,hr,INDIVIDUAL CONTRIBUTOR,?ie8]-gwTG)4^i#*?2.`i?tJxB_BNz,JUN-2023,Accounting & Finance,Non-AI,2023-06-23,2023-06-26,2023-06-01,Jun-2023,Female,63.0,Singapore,Others,2000.0
APID-061645,0036F000049SGuo,Attended,BSC Applicant,CAPITALIS ASIA PTE LTD,accountant,SENIOR/LEAD,?ie8]-gwTG)4^i#*?2.`i?tJxB_BNz,JUN-2023,Accounting & Finance,Non-AI,2023-06-23,2023-06-26,2023-06-01,Jun-2023,Female,34.0,Singapore,Advisory/Client Relations,2000.0
APID-061646,0036F000049SGup,Withdrawn,BSC Applicant,UNKNOWN,accountant,INDIVIDUAL CONTRIBUTOR,?ie8]-gwTG)4^i#*?2.`i?tJxB_BNz,JUN-2023,Accounting & Finance,Non-AI,2023-06-23,2023-06-26,2023-06-01,Jun-2023,Female,45.0,Singapore,Advisory/Client Relations,2000.0
APID-061648,0036F000049SGur,Attended,BSC Applicant,EIGHT INC DESIGN SINGAPORE PL,finance,C-LEVEL,?ie8]-gwTG)4^i#*?2.`i?tJxB_BNz,JUN-2023,Accounting & Finance,Non-AI,2023-06-23,2023-06-26,2023-06-01,Jun-2023,Female,37.0,India,Logistics/Supply Chain,2000.0
APID-061649,0036F000049SGus,Attended,BSC Applicant,FRESH ACCOUNTING PTE LTD,finance,C-LEVEL,?ie8]-gwTG)4^i#*?2.`i?tJxB_BNz,JUN-2023,Accounting & Finance,Non-AI,2023-06-23,2023-06-26,2023-06-01,Jun-2023,Female,46.0,United Kingdom,Logistics/Supply Chain,2000.0
APID-061650,0036F000049SGut,Attended,BSC Applicant,SBC CORPORATE MANAGEEMNT,accountant,INDIVIDUAL CONTRIBUTOR,?ie8]-gwTG)4^i#*?2.`i?tJxB_BNz,JUN-2023,Accounting & Finance,Non-AI,2023-06-23,2023-06-26,2023-06-01,Jun-2023,Male,49.0,Singapore,Advisory/Client Relations,2000.0
APID-061651,0036F000049SGuu,Withdrawn,BSC Applicant,CHUAN HUP HOLDINGS LIMITED,hr administration,SENIOR/LEAD,?ie8]-gwTG)4^i#*?2.`i?tJxB_BNz,JUN-2023,Accounting & Finance,Non-AI,2023-06-23,2023-06-26,2023-06-01,Jun-2023,Unknown,31.0,,Others,2000.0
APID-061652,0036F000049SGuv,Attended,BSC Applicant,MAHA CHEMICALS (ASIA) PTE LTD,account,MANAGER,?ie8]-gwTG)4^i#*?2.`i?tJxB_BNz,JUN-2023,Accounting & Finance,Non-AI,2023-06-23,2023-06-26,2023-06-01,Jun-2023,Female,40.0,Malaysia,Sales,2000.0
APID-061653,0036F000049SGuw,Attended,BSC Applicant,HEC ELECTRICAL CONSTRUCTION PL,finance,INDIVIDUAL CONTRIBUTOR,?ie8]-gwTG)4^i#*?2.`i?tJxB_BNz,JUN-2023,Accounting & Finance,Non-AI,2023-06-23,2023-06-26,2023-06-01,Jun-2023,Female,38.0,Singapore,Logistics/Supply Chain,2000.0
APID-061654,0036F000049SGux,Withdrawn,BSC Applicant,ITE EDUCATION SERVICES PL,human resource,MANAGER,?ie8]-gwTG)4^i#*?2.`i?tJxB_BNz,JUN-2023,Accounting & Finance,Non-AI,2023-06-23,2023-06-26,2023-06-01,Jun-2023,Female,40.0,Singapore,Others,2000.0
APID-061655,0036F000049SGuy,Withdrawn,BSC Applicant,HEC ELECTRICAL CONSTRUCTION PTE LTD,finance,MANAGER,?ie8]-gwTG)4^i#*?2.`i?tJxB_BNz,JUN-2023,Accounting & Finance,Non-AI,2023-06-23,2023-06-26,2023-06-01,Jun-2023,Unknown,39.0,,Logistics/Supply Chain,2000.0
APID-061656,0036F000049SGuz,Attended,BSC Applicant,ZOETIS SINGAPORE PTE LTD,finance,MANAGER,?ie8]-gwTG)4^i#*?2.`i?tJxB_BNz,JUN-2023,Accounting & Finance,Non-AI,2023-06-23,2023-06-26,2023-06-01,Jun-2023,Female,51.0,Singapore,Logistics/Supply Chain,2000.0
APID-061658,0036F000049SGv1,Attended,BSC Applicant,TASK BOX PTE. LTD.,business support,INDIVIDUAL CONTRIBUTOR,?ie8]-gwTG)4^i#*?2.`i?tJxB_BNz,JUN-2023,Accounting & Finance,Non-AI,2023-06-23,2023-06-26,2023-06-01,Jun-2023,Female,45.0,Singapore,Others,2000.0
APID-061659,0036F000049SGv2,Attended,BSC Applicant,DREAM INTERNATIONAL SG PTE. LTD.,accountant,INDIVIDUAL CONTRIBUTOR,?ie8]-gwTG)4^i#*?2.`i?tJxB_BNz,JUN-2023,Accounting & Finance,Non-AI,2023-06-23,2023-06-26,2023-06-01,Jun-2023,Female,30.0,Malaysia,Advisory/Client Relations,2000.0
APID-061661,0036F000049SGv4,Attended,BSC Applicant,ELIGO PTE LTD,accounts administrative,INDIVIDUAL CONTRIBUTOR,?ie8]-gwTG)4^i#*?2.`i?tJxB_BNz,JUN-2023,Accounting & Finance,Non-AI,2023-06-23,2023-06-26,2023-06-01,Jun-2023,Female,55.0,Australia,Sales,2000.0
APID-061662,0036F000049SGv5,Attended,BSC Applicant,CAPGEMINI SINGAPORE PTE LTD,hr specialist,INDIVIDUAL CONTRIBUTOR,?ie8]-gwTG)4^i#*?2.`i?tJxB_BNz,JUN-2023,Accounting & Finance,Non-AI,2023-06-23,2023-06-26,2023-06-01,Jun-2023,Female,35.0,Singapore,Others,2000.0
APID-061663,0036F000049SGv6,Attended,BSC Applicant,HUA GUAN METAL AND ENGINEERING PTE LTD,accounts admin,SENIOR/LEAD,?ie8]-gwTG)4^i#*?2.`i?tJxB_BNz,JUN-2023,Accounting & Finance,Non-AI,2023-06-23,2023-06-26,2023-06-01,Jun-2023,Female,47.0,Malaysia,Sales,2000.0
APID-061664,0036F000049SGv7,Attended,BSC Applicant,MASTERMARK PTE LTD,finance,MANAGER,?ie8]-gwTG)4^i#*?2.`i?tJxB_BNz,JUN-2023,Accounting & Finance,Non-AI,2023-06-23,2023-06-26,2023-06-01,Jun-2023,Female,34.0,Singapore,Logistics/Supply Chain,2000.0
APID-061667,0036F000049SGvA,Attended,BSC Applicant,JAPA SERVICES PTE. LTD.,company,INDIVIDUAL CONTRIBUTOR,?ie8]-gwTG)4^i#*?2.`i?tJxB_BNz,JUN-2023,Accounting & Finance,Non-AI,2023-06-23,2023-06-26,2023-06-01,Jun-2023,Female,65.0,Singapore,Engineering,2000.0
APID-087427,0036F00002ZBz29,Attended,EE Applicant,ABBOTT RAPID DIAGNOSTICS PTE LTD,business leader,SENIOR/LEAD,?ie8]-gwTG)4^i#*?2.`i?tJxB_BNz,Mar-2025,Accounting & Finance,Non-AI,2025-03-21,2025-04-04,2025-03-01,Mar-2025,Female,45.0,Singapore,Engineering,2000.0
APID-087425,003IS00000DENBU,Attended,EE Applicant,GENISYS OFFICE SYSTEM PTE LTD,accoutant,INDIVIDUAL CONTRIBUTOR,?ie8]-gwTG)4^i#*?2.`i?tJxB_BNz,Mar-2025,Accounting & Finance,Non-AI,2025-03-21,2025-04-04,2025-03-01,Mar-2025,Unknown,29.0,,Engineering,2000.0
APID-087426,003IS00000DENBV,Attended,EE Applicant,HP SINGAPORE PTE LTD,finance iv,INDIVIDUAL CONTRIBUTOR,?ie8]-gwTG)4^i#*?2.`i?tJxB_BNz,Mar-2025,Accounting & Finance,Non-AI,2025-03-21,2025-04-04,2025-03-01,Mar-2025,Unknown,42.0,,Logistics/Supply Chain,2000.0
APID-087432,003IS00000DENBZ,Attended,EE Applicant,ELLIPSIZ DSS PTE LTD,account,SENIOR/LEAD,?ie8]-gwTG)4^i#*?2.`i?tJxB_BNz,Mar-2025,Accounting & Finance,Non-AI,2025-03-21,2025-04-04,2025-03-01,Mar-2025,Unknown,36.0,,Sales,2000.0
APID-087434,003IS00000DENBb,Attended,EE Applicant,31,account,INDIVIDUAL CONTRIBUTOR,?ie8]-gwTG)4^i#*?2.`i?tJxB_BNz,Mar-2025,Accounting & Finance,Non-AI,2025-03-21,2025-04-04,2025-03-01,Mar-2025,Unknown,40.0,,Sales,2000.0
APID-087435,003IS00000DENBc,Attended,EE Applicant,FU FONG TRADING PTE LTD,account,SENIOR/LEAD,?ie8]-gwTG)4^i#*?2.`i?tJxB_BNz,Mar-2025,Accounting & Finance,Non-AI,2025-03-21,2025-04-04,2025-03-01,Mar-2025,Unknown,41.0,,Sales,2000.0
APID-087436,003IS00000DENBd,Attended,EE Applicant,CJ SE ASIA PTE LTD,accounts,INDIVIDUAL CONTRIBUTOR,?ie8]-gwTG)4^i#*?2.`i?tJxB_BNz,Mar-2025,Accounting & Finance,Non-AI,2025-03-21,2025-04-04,2025-03-01,Mar-2025,Unknown,40.0,,Sales,2000.0
APID-087439,003IS00000DENBg,Attended,EE Applicant,NEXTPAGE SOLUTIONS PTE LTD,business development,MANAGER,?ie8]-gwTG)4^i#*?2.`i?tJxB_BNz,Mar-2025,Accounting & Finance,Non-AI,2025-03-21,2025-04-04,2025-03-01,Mar-2025,Unknown,37.0,,Sales,2000.0
APID-087440,003IS00000DENBh,Attended,EE Applicant,NEXTPAGE SOLUTIONS PTE LTD,accountant,SENIOR/LEAD,?ie8]-gwTG)4^i#*?2.`i?tJxB_BNz,Mar-2025,Accounting & Finance,Non-AI,2025-03-21,2025-04-04,2025-03-01,Mar-2025,Unknown,28.0,,Advisory/Client Relations,2000.0
APID-087441,003IS00000DENBi,Attended,EE Applicant,NEXTPAGE SOLUTIONS PTE LTD,accountant,INDIVIDUAL CONTRIBUTOR,?ie8]-gwTG)4^i#*?2.`i?tJxB_BNz,Mar-2025,Accounting & Finance,Non-AI,2025-03-21,2025-04-04,2025-03-01,Mar-2025,Unknown,29.0,,Advisory/Client Relations,2000.0
APID-087442,003IS00000DENBj,Attended,EE Applicant,NEXTPAGE SOLUTIONS PTE LTD,business development,MANAGER,?ie8]-gwTG)4^i#*?2.`i?tJxB_BNz,Mar-2025,Accounting & Finance,Non-AI,2025-03-21,2025-04-04,2025-03-01,Mar-2025,Unknown,36.0,,Sales,2000.0
APID-087443,003IS00000DENBk,Attended,EE Applicant,BNI SECURITIES PTE. LTD.,business support,INDIVIDUAL CONTRIBUTOR,?ie8]-gwTG)4^i#*?2.`i?tJxB_BNz,Mar-2025,Accounting & Finance,Non-AI,2025-03-21,2025-04-04,2025-03-01,Mar-2025,Unknown,31.0,,Others,2000.0
APID-087444,003IS00000DENBl,Attended,EE Applicant,NEXTPAGE SOLUTIONS PTE LTD,business development,MANAGER,?ie8]-gwTG)4^i#*?2.`i?tJxB_BNz,Mar-2025,Accounting & Finance,Non-AI,2025-03-21,2025-04-04,2025-03-01,Mar-2025,Unknown,35.0,,Sales,2000.0
